name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number
"DAVID HARTSOOK, LLC",LLC,MT,419 SECOND STREET,DODSON,NULL,NULL,NULL,NULL,NULL,C1150488
"MODICUM RE, LLC",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1130134
"MONTANA COLLABORATIVE WELLNESS CENTER, LLC",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1130745
"BRANDING IRON MARKETING, LLC",LLC,MT,275 VIGILANTE TRL,BOZEMAN,NULL,NULL,NULL,NULL,NULL,C240200
"MONTANA EQUIPMENT COMPANY, L.L.C.",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C204473
MONTANA MOBILE PROCESSING COMPANY,CORPORATION,MT,201 WEST MAIN STREET,MISSOULA,NULL,NULL,319 SOUTH 5TH STREET,WEST MISSOULA,59801,D200373
MONTANA POOL SERVICE FOUNDATION,CORPORATION,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,D273138
"MONTANA REAL ESTATE EB-5 REGIONAL CENTER, LLC",LLC,MT,201 WEST MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C279511
"TREASURE STATE CONDOMINIUM UNIT OWNERS ASSOCIATION, LLC.",LLC,MT,"11 W MAIN ST, STE 103",BELGRADE,59714,NULL,"11 W MAIN STREET, SUITE 103 C/O INFINITE PROPERTY MANAGEMENT",BELGRADE,NULL,C158660
"RM MEDICAL, LLC",LLC,MT,330 ECHOING JEWEL ROAD,BIGFORK,NULL,NULL,330 ECHOING JEWEL RD,BIGFORK,NULL,C1088211
LIMITLESS WIRING SOLUTIONS INC.,CORPORATION,MT,18 6TH ST. N. #200,GREAT FALLS,NULL,NULL,156 OPEN BUCKLE ROAD,VAUGHN,NULL,D1036083
KELLY'S CARPET LLC,LLC,MT,"10040 PELLETIER LOOP, #A",MISSOULA,NULL,NULL,NULL,NULL,NULL,C1150492
BIGHORN RIVER ALLIANCE,CORPORATION,MT,110 SAGE GROUSE WAY,KALISPELL,NULL,NULL,5000 SOUTHGATE DR.,BILLINGS,NULL,D082275
MONTANA PROPERTIES LLC KNOWN IN MONTANA AS MONTANA COLVIN PROPERTIES LLC,LLC,MT,82 ELK DRIVE,GREAT FALLS,NULL,NULL,1524 TULANE COURT,LIBERAL,NULL,E1051209
"CHOTEAU PROPERTIES, LLC",LLC,MT,2406 RIVER ROAD,MISSOULA,NULL,NULL,2406 RIVER ROAD,MISSOULA,NULL,C1087749
SALINA TRADERS,CORPORATION,MT,2001 WHISPERING RIDGE DR,GREAT FALLS,NULL,NULL,NULL,NULL,NULL,D045816
"GUNTHER APARTMENTS, LLC",LLC,MT,908 1ST ST NW,CHOTEAU,NULL,NULL,NULL,NULL,NULL,C173769
"MONTANA STUDIOS, LLC",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1074337
"PHANTOM LODGE, LLC",LLC,MT,1080 GLORY LANE,BOZEMAN,NULL,NULL,NULL,NULL,NULL,C250841
THE LITTLE STORE LLC,LLC,MT,"5405 LOWER RIVER ROAD, #133",GREAT FALLS,NULL,NULL,NULL,NULL,NULL,C1074572
"MOUNT MCQUILKIN, LLC",LLC,MT,201 WEST MAIN STREET SUITE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C254349
"NABOB HOLDINGS, L.L.C.",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C217631
"GLACIER ONCOLOGY, PLLC",LLC,MT,330 ECHOING JEWEL ROAD,BIGFORK,NULL,NULL,330 ECHOING JEWEL RD,BIGFORK,NULL,C092829
BLUE ROCK PRODUCTS CO.,CORPORATION,MT,530 5TH ST SE,SIDNEY,NULL,NULL,530 5TH ST SE,SIDNEY,NULL,D031879
RAWHIDE RANCH,CORPORATION,MT,1976,ISMAY,NULL,NULL,4736 MICHELS RD,CLAUDINE O'CONNOR LAUREL,NULL,D040346
"JASON PHILLIPS, LLC",LLC,MT,419 SECOND STREET,DODSON,NULL,NULL,NULL,NULL,NULL,C1150496
BELGRADE HOTEL RE2 LLC,LLC,MT,600 S MAIN ST.,BUTTE,NULL,NULL,NULL,NULL,NULL,C1150497
THE HOILAND GROUP LLC,LLC,MT,180 LIVERMORE FLATS,WHITEFISH,NULL,NULL,NULL,NULL,NULL,C1141896
"THE OFFICE OF PRESIDING BISHOP, PAUL JOSEPH LUISO, AND HIS SUCCESSORS, ACORPORATION SOLE",CORPORATION,MT,9 JAQUES ROAD,HOT SPRINGS,NULL,NULL,217 ORCHARD ST,DEBORAH GAITHER HOT SPRINGS,NULL,D198534
"NATURA HEALTH AND WELLNESS CLINIC, PLLC",LLC,MT,1805 BANCROFT,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1095238
"NELSON RIVERFRONT DEVELOPMENT, LLC",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1134848
"GUNTHER MOTEL, LLC",LLC,MT,908 1ST ST NW,CHOTEAU,NULL,NULL,NULL,NULL,NULL,C173770
"NEWCO 1, L.L.C.",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C134688
WALBORN CATTLE CO.,CORPORATION,MT,17 MILES EAST OF CROW AGENCY,HARDIN,NULL,NULL,17 MILES EAST OF CROW AGENCY,HARDIN,NULL,D028228
SAKO CONDOMINIUM OWNERS ASSOCIATION,CORPORATION,MT,"11 W MAIN ST, STE 103",BELGRADE,59714,NULL,"11 W MAIN STREET, SUITE 103 C/O INFINITE PROPERTY MANAGEMENT",BELGRADE,NULL,D198814
"ADVANCED TELEPHONY PRODUCTS, INC.",CORPORATION,MT,12200 PLEASANT MEADOWS,LOLO,NULL,NULL,12200 PLEASANT MEADOWS,LOLO,NULL,D099062
MONTANA CITY SCHOOL PTA,CORPORATION,MT,2764 STACIA AVE,HELENA,59601,NULL,NULL,NULL,NULL,D086873
"CONRAD PROPERTIES, LLC",LLC,MT,2406 RIVER ROAD,MISSOULA,NULL,NULL,2406 RIVER ROAD,MISSOULA,NULL,C1087748
"P & C TRUCKING, INC.",CORPORATION,MT,12282 1ST STREET,SIDNEY,NULL,NULL,12282 FIRST ST,SIDNEY,NULL,D198016
BIG TIMBER 1 RE2 LLC,LLC,MT,600 S MAIN ST.,BUTTE,NULL,NULL,NULL,NULL,NULL,C1150498
"NIGHTINGALE HILL, LLC",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1033786
"NINA'S PLAYHOUSE, LLC",LLC,MT,201 W. MAIN,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1059975
"NORTH RESERVE BUSINESS CENTER, LLC",LLC,MT,1020 SOUTH AVE. W.,MISSOULA,NULL,NULL,NULL,NULL,NULL,C105098
CHILD DEVELOPMENT INC.,CORPORATION,MT,2229 5H AVE,HAVRE,NULL,NULL,NULL,NULL,NULL,D038572
BILLINGS 8 RE2 LLC,LLC,MT,600 S MAIN ST.,BUTTE,NULL,NULL,NULL,NULL,NULL,C1150500
"NORTHERN PLAINS ENERGY PARTNERS, LLC",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C244068
"WOODSE ENTERPRISES, INC.",CORPORATION,MT,8270 RANCH CLUB ROAD,MISSOULA,NULL,NULL,8270 RANCH CLUB ROAD,MISSOULA,NULL,D160572
STONE CREEK MEDICAL BILLING LLC,LLC,MT,71 BEAVERHEAD LN,DILLON,NULL,NULL,NULL,NULL,NULL,C254755
"NORTHWEST LOGISTICS, LLC",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1110542
"KENMORE COURT CONDOMINIUM OWNERS ASSOCIATION, INC.",CORPORATION,MT,"2413 W MAIN ST, STE 3",BOZEMAN,59718,NULL,NULL,NULL,NULL,D263699
O'CONNOR CATTLE COMPANY,CORPORATION,MT,1976,ISMAY,NULL,NULL,1976 ISMAY RD,S CLAUDINE O'CONNOR ISMAY,NULL,D063495
"HOPE CORNER FARM, LLC",LLC,MT,81 LUEDTKE ROAD,CUT BANK,NULL,NULL,81 LUDTKE ROAD,CUT BANK,NULL,C1150502
"NW COUNTRY SWING, LLC",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C229061
"BIG SKY MOTEL CHOTEAU, LLC",LLC,MT,908 1ST ST NW,CHOTEAU,NULL,NULL,NULL,NULL,NULL,C173768
HELMVILLE RODEO CLUB,CORPORATION,MT,220 BAKES LANE,HELMVILLE,NULL,NULL,NULL,NULL,NULL,D033201
KUKOWSKI AG LLC,LLC,MT,15501 HAY CREEK RD,BILLINGS,NULL,NULL,15501 HAY CREEK RD,BILLINGS,NULL,C1150503
"ALL SEASONS SPORT ABOUT, INC.",CORPORATION,MT,618 SUNNYSIDE,PLENTYWOOD,NULL,NULL,209 1ST AVE,W WILLISTON,NULL,F019459
THE OFFICE OF PRESIDING PROPHET KENNETH CAMPBELL III,CORPORATION,MT,217 ORCHARD ST,HOT SPRINGS,NULL,NULL,NULL,NULL,NULL,D1114428
"LEGACY GLASS, LLC",LLC,MT,11060 HWY 93 SOUTH,LOLO,NULL,NULL,11060 HWY 93 SOUTH,LOLO,NULL,C1107083
"ON-SITE REPAIR, LLC",LLC,MT,228 MILL COULEE RD,FORT SHAW,NULL,NULL,228 MILL COULEE RD,FORT SHAW,NULL,C110287
ELLISON MURPHY DEVELOPMENT LLC,LLC,MT,11173 HUGHES COURT,LOLO,NULL,NULL,NULL,NULL,NULL,C1121231
CHURCH WOMEN UNITED IN COLUMBIA FALLS,CORPORATION,MT,286 NUCLEUE AVE,COLUMBIA FALLS,NULL,NULL,NULL,NULL,NULL,D041556
"BOSQUE INVESTMENTS, LLC",LLC,MT,8270 RANCH CLUB RD.,MISSOULA,NULL,NULL,8270 RANCH CLUB ROAD,MISSOULA,NULL,C191600
"ORBIT, LLC",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C279749
"BEST PRACTICE MEDICINE, LLC",LLC,MT,"517 S 22ND AVE #3,NULL",BOZEMAN,NULL,NULL,NULL,NULL,NULL,C259977
MONTANA AUTO RESTORATION SERVICES INC.,CORPORATION,MT,5221 CREESCENT MOON DR.,HELENA,NULL,NULL,5221 CRESCENT MOON DR.,HELENA,NULL,D110219
"FRAME CONSULTING MT, LLC",LLC,MT,40787 PARTRIDGE TRAIL,POLSON,NULL,NULL,NULL,NULL,NULL,C269462
"LACKMAN FAMILY, LLC",LLC,MT,"17MILES EAST CROW AGENCY, MT",HARDIN,NULL,NULL,NULL,NULL,NULL,C190751
"MOETECH, LLC",LLC,MT,10 TIDESWAY,WHITEFISH,NULL,NULL,NULL,NULL,NULL,C1098884
DISTRICT 4 HUMAN RESOURCES DEVELOPMENT COUNCIL,CORPORATION,MT,2229 5TH AVENUE,HAVRE,NULL,NULL,NULL,NULL,NULL,D031767
CINDY R. BRYSON LLC,LLC,MT,4892 CHESHIRE LANE,MISSOULA,NULL,NULL,1610 SOUTH AVENUE,WEST MISSOULA,NULL,C250766
"HEALTHY MOTHERS, HEALTHY BABIES, THE MONTANA COALITION, INC.",CORPORATION,MT,335 S HILLS RD,CLANCY,NULL,NULL,318 NORTH LAST CHANCE GULCH 2C,BRIE MACLAURIN HELENA,NULL,D061734
"GLACIER COUNTY PROPERTIES, LLC",LLC,MT,2406 RIVER ROAD,MISSOULA,NULL,NULL,2406 RIVER ROAD,MISSOULA,NULL,C1087750
"DISTRICT IV HRDC I, LLC",LLC,MT,2229 5TH AVE,HAVRE,NULL,NULL,NULL,NULL,NULL,C251570
"CATCH, LLC",LLC,MT,"730 BOARDWALK AVE, UNIT 3",BOZEMAN,NULL,NULL,730 BOARDWALK AVE UNIT 3,BOZEMAN,NULL,C1126517
BEACON POINT CONDOMINIUMS,CORPORATION,MT,"11 W MAIN ST, STE 103",BELGRADE,59714,NULL,"11 W MAIN STREET, SUITE 103 C/O INFINIRE PROPERTY MANAGEMENT",BELGRADE,NULL,D134449
"DISTRICT IV HRDC, LLC",LLC,MT,2229 5TH AVENUE,HAVRE,NULL,NULL,2229 5TH AVE,HAVRE,NULL,C200599
"HARDING ENTERPRISES, INC.",CORPORATION,MT,2406 RIVER ROAD,MISSOULA,NULL,NULL,2406 RIVER RD,MISSOULA,NULL,D096430
"WEGNER RANCH, L.L.C.",LLC,MT,11661 US HWY 12,SHAWMUT,NULL,NULL,NULL,NULL,NULL,C207441
"HARDING FAMILY PROPERTIES, LLC",LLC,MT,2406 RIVER ROAD,MISSOULA,NULL,NULL,2406 RIVER ROAD,MISSOULA,NULL,C157517
"NORTHWEST PHYSICIANS, PLLC",LLC,MT,401 15TH AVE S #201,GREAT FALLS,NULL,NULL,NULL,NULL,NULL,C082987
"OUTSTANDING INNOVATIONS, LLC",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C276508
"PUBLIC LAND/WATER ACCESS ASSOCIATION, INC.",CORPORATION,MT,34 S. SANTA FE DR,BILLINGS,NULL,NULL,2100 FAIRWAY DR. SUITE 211,BOZEMAN,NULL,D060578
"WURZ CUSTOM SWATHING, LLC",LLC,MT,202 MAIN AVE. SOUTH,CHOTEAU,NULL,NULL,202 MAIN AVE S,CHOTEAU,NULL,C1057996
"PANGEA RESTAURANT GROUP, LLC",LLC,MT,221 N HIGGINS AVE,MISSOULA,59802,NULL,NULL,NULL,NULL,C1096643
"HARDING HAMILTON PROPERTIES, LLC",LLC,MT,2406 RIVER RD,MISSOULA,NULL,NULL,2406 RIVER RD,MISSOULA,NULL,C226349
"JASON TRICHE CONSULTING, LLC",LLC,MT,612 BROOKS STREET,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1108134
"PEND D'OREILLES ESTATES, L.L.C.",LLC,MT,201 WEST MAIN STREET SUITE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C186151
206 ELK HIGHLANDS LLC,LLC,MT,121 WISCONSIN AVENUE,WHITEFISH,NULL,NULL,NULL,NULL,NULL,C1150512
CUSTOM COOLERS AND REPAIR LLC,LLC,MT,3729 KINGSBURY PL,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1102087
"STEVE PUST FARMS, INC.",CORPORATION,MT,15 MI S OF SIDNEY,SAVAGE,NULL,NULL,11153 HIGHWAY 16,SAVAGE,NULL,D071374
"PINTLAR HOLDINGS, L.L.C.",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C128323
"PIONEER SEWER CLEANING, INC.",CORPORATION,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,11485 KONA RANCH ROAD,MISSOULA,59804,D1043678
"K & H FAMILY PROPERTIES, LLC",LLC,MT,2406 RIVER RD,MISSOULA,NULL,NULL,2406 RIVER RD,MISSOULA,NULL,C217156
"T BAR J RANCH, INC.",CORPORATION,MT,2033 COLUMBUS,MOLT,NULL,NULL,2033 COLUMBUS-,MOLT,NULL,D050095
"POTENTATE MINING, L.L.C.",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,"201 WEST MAIN STREET, STE 201",MISSOULA,NULL,C169896
"PUPAW, LLC",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1103727
"PURE REAL ESTATE, LLC",LLC,MT,201 WEST MAIN STREET SUITE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C261461
DAVLIN LLC,LLC,MT,439 HWY 2,BAINVILLE,NULL,NULL,439 HWY 2,BAINVILLE,NULL,C1089507
"QUEEN BEE ENTERPRISES, LLC",LLC,MT,201 W. MAIN,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1028310
"MONTANACO, INC.",CORPORATION,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,701 S WELLS STREET UNIT 2604,CHICAGO,NULL,D073603
WESTERN DRIFTERS LLC,LLC,MT,"604 NORTH ""N"" STREET # 3",LIVINGSTON,NULL,NULL,NULL,NULL,NULL,C215879
"RADVISORY GROUP, LLC",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1051827
ORANGE SKY LLC,LLC,MT,1514 INGOMAR BLVD,BELGRADE,NULL,NULL,1514 INGOMAR BLVD,BELGRADE,NULL,C1067719
"PTO PROPERTIES, LLC",LLC,MT,2406 RIVER ROAD,MISSOULA,NULL,NULL,2406 RIVER ROAD,MISSOULA,NULL,C260794
"KEM MONTANA, LLC",LLC,MT,3819 STEPHENS AVE - SUITE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1124490
"REDSERGE VENTURES, INC.",CORPORATION,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,103 E. ROSCOE COURT,SPOKANE,NULL,D138022
"WEAVER CONSTRUCTION, LLC",LLC,MT,25 11TH LANE NE,FORT SHAW,NULL,NULL,25 11TH LANE NE,FORT SHAW,NULL,C164095
"RICHTER FAMILY FARMS, LLC",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1054754
YELLOWSTONE PRODUCE LLC,LLC,MT,11153 HWY 16,SAVAGE,NULL,NULL,11153 HIGHWAY 16,SAVAGE,NULL,C126009
"RIVERFRONT TRIANGLE PARTNERS, LLC",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C1028186
"AUDIONURSE, P.C.",CORPORATION,MT,2367 SKI AREA LOOP,BUTTE,NULL,NULL,2367 SKI AREA LOOP,BUTTE,NULL,D1111042
"HEDSTROM FARM, INC.",CORPORATION,MT,695 PRAIRIE VIEW RD,KALISPELL,NULL,NULL,695 PRAIRIE VIEW RD,KALISPELL,NULL,D130581
"ROWDY'S CABIN, INC.",CORPORATION,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,5103 PINTLAR MTN CT,MISSOULA,59803,D148169
QUALITY ASSISTED CARE INC.,CORPORATION,MT,2406 RIVER RD,MISSOULA,NULL,NULL,2406 RIVER RD,MISSOULA,NULL,D096435
"RS2, LLC",LLC,MT,201 W MAIN ST STE 201,MISSOULA,NULL,NULL,NULL,NULL,NULL,C252831
"KOP BEEF, LLC",LLC,MT,"1800 S RESERVE, SUITE A",MISSOULA,NULL,NULL,NULL,NULL,NULL,C1150514
"THE KORBIN GROUP, LLC",LLC,MT,610 KENDRICK AVENUE,GLENDIVE,NULL,NULL,NULL,NULL,NULL,C265794
"BBL, LLC",LLC,MT,2406 RIVER RD,MISSOULA,NULL,NULL,2406 RIVER ROAD,MISSOULA,NULL,C1135690
"PENROD RANCH, LLC",LLC,MT,20 FOUND HORSE TRAIL,HAMILTON,NULL,NULL,20 FOUND HORSE TRAIL,HAMILTON,NULL,C226623
GREAT FALLS--SENIOR CITIZENS' CORPORATION,CORPORATION,MT,1004 CENTRAL AVE,GREAT FALLS,NULL,NULL,1004 CENTRAL AVE,GREAT FALLS,NULL,D039752
"RIVER CITY HAIR STUDIO, LLC",LLC,MT,2783 BEL VUE DRIVE,MISSOULA,NULL,NULL,2901 BROOKS ST B12,MISSOULA,59801,C1040824
BILLINGS 9 RE2 LLC,LLC,MT,600 S MAIN ST.,BUTTE,NULL,NULL,NULL,NULL,NULL,C1150519
"ILSM, LLC",LLC,MT,3734 BLANKENSHIP RD,COLUMBIA FALLS,NULL,NULL,4734 BLANKENSHIP RD,COLUMBIA FALLS,59912,C1075916
"ASYLUM DISTILLERY, INC.",CORPORATION,MT,2600 RANCHETTE ROAD,BILLINGS,NULL,NULL,2223 MONTANA AVE SUITE 1,ROBERT OCHSNER BILLINGS,55910,D1058946
"THE OFFICE OF PRESIDING ELDER, RICHARD C MCCOLLAM AND HIS SUCCESSORS",CORPORATION,MT,9 JAQUES ROAD,HOT SPRINGS,NULL,NULL,217 ORCHARD ST,DEBORAH GAITHER HOT SPRINGS,NULL,D201693
"CLEAR CREEK DEVELOPING, INC",CORPORATION,MT,3040 ROSE ST,BOZEMAN,59718,NULL,3040 ROSE ST,BOZEMAN,NULL,F1059019
MYRROW INVESTMENT LLC,LLC,MT,2668 E. EDGEWOOD DR,WHITEFISH,NULL,NULL,NULL,NULL,NULL,C1073248
BOWMAN INSURANCE SERVICES PLLC,LLC,MT,1740 ARLINGTON DR,MISSOULA,NULL,NULL,NULL,NULL,NULL,C251162
HARMON HOLDINGS LLC,LLC,MT,6013 RD 1011,BAINVILLE,NULL,NULL,6013 RD 1011,DUSTIN HARMON BAINVILLE,NULL,C205306
THE CHRISTIAN AND MISSIONARY ALLIANCE CHURCH OF BELGRADE,CORPORATION,MT,205 W. CAMERON,BELGRADE,NULL,NULL,205 W. CAMERON AVE.,BELGRADE,NULL,D027360
"RLS, INC.",CORPORATION,MT,70 LUMS COURT,LIBBY,NULL,NULL,70 LUMS COURT,LIBBY,NULL,D1134379
"SW INVESTMENTS OF MONTANA, LLC",LLC,MT,5109 ALASKA TRAIL,GREAT FALLS,NULL,NULL,NULL,NULL,NULL,C1027280
MONTANA GASTROENTEROLOGY PLLC,LLC,MT,"500 W. BROADWAY, 4TH FLOOR",MISSOULA,NULL,NULL,1930 W BROADWAY STE A,MISSOULA,NULL,C1150522
LONGRASS FARMS,CORPORATION,MT,30590 COUNTY RD 143,POPLAR,NULL,NULL,30590 COUNTY RD 143,POPLAR,NULL,D051063
"SW INVESTMENTS OF MONTANA HAV, LLC",LLC,MT,5109 ALASKA TRAIL,GREAT FALLS,NULL,NULL,5109 ALASKA TRAIL,GREAT FALLS,NULL,C1111339
"THE OFFICE OF PRESIDING PASTOR, HUBERT A. WEST, JR. AND HIS SUCCESSORS",CORPORATION,MT,9 JAQUES ROAD,HOT SPRINGS,NULL,NULL,217 ORCHARD ST,DEBORAH GAITHER HOT SPRINGS,NULL,D206438
"SHARPTAIL RUN HOMEOWNERS' ASSOCIATION, INC.",CORPORATION,MT,212 4TH ST N,FAIRFIELD,NULL,NULL,324 CENTRAL AVE,FAIRFIELD,NULL,D167539
"AEROTOMAS, LLC",LLC,MT,401N 31ST ST. SUITE 700,BILLINGS,NULL,NULL,NULL,NULL,NULL,C112681
"ALLUMENEX, LLC",LLC,MT,401 N 31ST STREET STE 700,BILLINGS,NULL,NULL,NULL,NULL,NULL,C264359
ASAP GENERAL ACCESSORIES 4U LLC,LLC,MT,401 N 31ST ST STE 700,BILLINGS,NULL,NULL,NULL,NULL,NULL,C219528
"LAKE'S FAMILY CHIROPRACTIC, P.C.",CORPORATION,MT,495 N MAIN STREET,KALISPELL,NULL,NULL,495 N MAIN ST.,KALISPELL,NULL,D227823
"KASPER BROTHERS, LLC",LLC,MT,324 CENTRAL AVE,FAIRFIELD,NULL,NULL,324 CENTRAL AVE,FAIRFIELD,NULL,C088581
"COMMUNITY GIVE-A-WAY HOUSE, INC.",CORPORATION,MT,335 4TH AVE,HAVRE,59501,NULL,NULL,NULL,NULL,D067281
ASAP ONLINE GLOBAL SOLUTIONS 4U LLC,LLC,MT,401 N 31ST ST STE 700,BILLINGS,NULL,NULL,NULL,NULL,NULL,C219529
WAYPOINT COACHING INC.,CORPORATION,MT,459 LAKE LOOP DRIVE,KALISPELL,NULL,NULL,459 LAKE LOOP DR,KALISPELL,NULL,D1103248
"TK ENTERPRISES, LLC",LLC,MT,49 FOYS LAKE LANE,KALISPELL,NULL,NULL,NULL,NULL,NULL,C232526
"INDEPAINTS, INC",CORPORATION,MT,408 N,BOZEMAN,NULL,NULL,408 N,BOZEMAN,NULL,D226171
"THE CATHOLIC FOUNDATION OF EASTERN MONTANA, INC.",CORPORATION,MT,121 23RD ST S,GREAT FALLS,NULL,NULL,NULL,NULL,NULL,D101114
NORTH MAIN AND CALIFORNIA CONDO ASSOCIATION,CORPORATION,MT,495 N MAIN ST,KALISPELL,NULL,NULL,NULL,NULL,NULL,D231254
"ONE2ONE PROFESSIONALS, INC.",CORPORATION,MT,3734 BANFF AVE.,BILLINGS,NULL,NULL,3734 BANFF AVE,BILLINGS,59102,D161769
"BENCH RANCH, LLC",LLC,MT,693 WEST ROSEBUD RD,FISHTAIL,NULL,NULL,NULL,NULL,NULL,C083873
"ACCRUIT, LLC",LLC,MT,8 SOUTH IDAHO,DILLON,NULL,NULL,8 SOUTH IDAHO STREET SUITE A,DILLON,NULL,E1088344
"TRUE SEWING, LLC",LLC,MT,2958 FLAMINGO RD,"NONE, HELENA",NULL,NULL,NULL,NULL,NULL,C1150411
"CENTAUR INVESTMENTS, LLC",LLC,MT,401 NORTH 31ST ST SUITE 700,BILLINGS,NULL,NULL,NULL,NULL,NULL,E071686
CARDWELL COMMUNITY CHURCH,CORPORATION,MT,118 CEMETERY HILL RD,CARDWELL,NULL,NULL,795 HWY 359,CARDWELL,NULL,D033026
DAN AND JEANNE SCOTT FAMILY FOUNDATION,CORPORATION,MT,401 N. 31ST ST STE 700,BILLINGS,NULL,NULL,NULL,NULL,NULL,D126352
AGRI-SYSTEMS,CORPORATION,MT,1300 MINNESOTA AV,BILLINGS,NULL,NULL,1300 MINNESOTA AVENUE,BILLINGS,NULL,D046191
"WAYPOINT LODGE, LLC",LLC,MT,459 LAKE LOOP DRIVE,KALISPELL,NULL,NULL,NULL,NULL,NULL,C1054291
"AGUILAR AVIATION, LLC",LLC,MT,401 NORTH 31ST ST. SUITE 700,BILLINGS,NULL,NULL,401 NORTH 31ST ST. SUITE 700,BILLINGS,NULL,C152497
"FORT PECK POST NO. 3107, VETERANS OFFOREIGN WARS OF THE UNITED STATES",CORPORATION,MT,54087 US HIGHWAY 2,GLASGOW,59230,NULL,54087 US HIGHWAY 2,GLASGOW,NULL,D055985
WAYPOINT YOUTH FOUNDATION,CORPORATION,MT,459 LAKE LOOP DRIVE,KALISPELL,NULL,NULL,NULL,NULL,NULL,D251870
"MAX A. HANSEN & ASSOCIATES, P.C.",CORPORATION,MT,8 S IDAHO ST STE A,DILLON,NULL,NULL,5430 WEST 17600,NORTH GARLAND,NULL,D056995
"PROGRESSIVE POWER INDUSTRIAL, INC.",CORPORATION,MT,1300 MINNESOTA AVE,BILLINGS,NULL,NULL,1300 MINNESOTA AVENUE,BILLINGS,NULL,D133508
"DANGOLIA, LLC",LLC,MT,401 N. 31ST ST STE 700,BILLINGS,NULL,NULL,NULL,NULL,NULL,C179123
"DOHENY ACRES, INC.",CORPORATION,MT,2488 22ND LN NE,DUTTON,NULL,NULL,2488 22ND LN NE,DUTTON,NULL,D058387
"UNDER YOUR HAT, L.L.C.",LLC,MT,2855 SOURDOUGH RD,BOZEMAN,NULL,NULL,2855 SOURDOUGH RD,BOZEMAN,NULL,C111918
"DOUBLE L RANCH, LLC",LLC,MT,401 N 31ST ST STE 700,BILLINGS,NULL,NULL,NULL,NULL,NULL,C193008
"GREEN VILLAGE ONLINE, LLC",LLC,MT,2855 SOURDOUGH RD,BOZEMAN,NULL,NULL,2855 SOURDOUGH RD,BOZEMAN,NULL,C211652
MILL CREEK SOLUTIONS LLC,LLC,MT,207 BROEDER LOOP,KALISPELL,NULL,NULL,207 BROEDER LOOP,KALISPELL,NULL,C1134411
"FIRST INTERSTATE BANKS OF BILLINGS' CENTENNIAL YOUTH FOUNDATION, INC.",CORPORATION,MT,401 N 31ST ST. SUITE 700,BILLINGS,NULL,NULL,NULL,NULL,NULL,D055436
"WESTERN LAND OFFICE, INC.",CORPORATION,MT,2855 SOURDOUGH RD,BOZEMAN,NULL,NULL,2855 SOURDOUGH RD,BOZEMAN,NULL,D082337
