name,city,state,district 
CRYSTAL SPRINGS ELEMENTARY,BOTHELL,WA,NORTHSHORE SCHOOL DISTRICT
LAKE PLACID MIDDLE SCHOOL,LAKE PLACID,FL,HIGHLANDS
PAUL ELEMENTARY SCHOOL,PAUL,ID,MINIDOKA COUNTY JOINT DISTRICT
CHISHOLM SECONDARY,CHISHOLM,MN,CHISHOLM PUBLIC SCHOOL DISTRICT
ARLETA ELEMENTARY SCHOOL,PORTLAND,OR,PORTLAND SD 1J
KUNKEL EL SCH,MIDDLETOWN,PA,MIDDLETOWN AREA SD
HUNTINGTON MIDDLE,HUNTINGTON,TX,HUNTINGTON INDEPENDENT SCHOOL DISTRICT
BROWNE ELEMENTARY,SPOKANE,WA,SPOKANE SCHOOL DISTRICT
DE PERE MIDDLE,DE PERE,WI,DE PERE SCHOOL DISTRICT
NETTIE E KARCHER SCHOOL,BURLINGTON,WI,BURLINGTON AREA SCHOOL DISTRICT
HORACE O'BRYANT SCHOOL,KEY WEST,FL,MONROE
SINCLAIR LANE ELEMENTARY,BALTIMORE,MD,BALTIMORE CITY PUBLIC SCHOOLS
TAYLOR MIDDLE,LOVINGTON,NM,LOVINGTON MUNICIPAL SCHOOLS
WAYNE HS,WAYNE,OK,WAYNE
NOLANVILLE EL,NOLANVILLE,TX,KILLEEN INDEPENDENT SCHOOL DISTRICT
OTTOBINE ELEMENTARY,DAYTON,VA,ROCKINGHAM CO PUBLIC SCHOOLS
GREYWOLF ELEMENTARY SCHOOL,SEQUIM,WA,SEQUIM SCHOOL DISTRICT
FIR GROVE CHILDRENS CENTER,VANCOUVER,WA,VANCOUVER SCHOOL DISTRICT
ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL,ROOSEVELT,NY,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL
GATEWAY EDUCATION CENTER,GREENSBORO,NC,GUILFORD COUNTY SCHOOLS
HARPETH HIGH SCHOOL,KINGSTON SPRINGS,TN,CHEATHAM COUNTY
OFELIA DIAZ RODRIGUEZ,VEGA BAJA,PR,PUERTO RICO DEPARTMENT OF EDUCATION
HUTTO MIDDLE SCHOOL,BAINBRIDGE,GA,DECATUR COUNTY
WEST MEMORIAL EL,KATY,TX,KATY INDEPENDENT SCHOOL DISTRICT
G W CARVER EL,MARSHALL,TX,MARSHALL INDEPENDENT SCHOOL DISTRICT
SHARON C. MCAULIFFE ELEMENTARY,WOODBRIDGE,VA,PRINCE WILLIAM CO PUBLIC SCHOOLS
BRIGHT FUTURES PRE-K PROG,GALESBURG,IL,GALESBURG CONSOLIDATED UNIT SCHOOL DISTRICT 205
OKOLONA HIGH SCHOOL,OKOLONA,MS,OKOLONA SEPARATE SCHOOL DISTRICT
ASHLAND PARK/ROBBINSELEMENTARYSCH,OMAHA,NE,OMAHA PUBLIC SCHOOLS
ANDOVER ELEMENTARY SCHOOL,ANDOVER,NH,ANDOVER SCHOOL DISTRICT
PS 288 SHIRLEY TANYHILL (THE),BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #21
PS 11 PURVIS J BEHAN,BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #13
CARNEGIE ES,TULSA,OK,TULSA
PLEASANT VIEW ELEMENTARY,PINE RIVER,WI,WILD ROSE SCHOOL DISTRICT
WEST ELEMENTARY SCHOOL,ZION,IL,ZION ESD 6
ELYSIAN CHARTER SCHOOL,HOBOKEN,NJ,ELYSIAN CHARTER SCHOOL
MILWAUKIE HIGH SCHOOL,MILWAUKIE,OR,NORTH CLACKAMAS SD 12
IRVING EL SCH,ALTOONA,PA,ALTOONA AREA SD
MARTIN ELEMENTARY,MARTIN,TN,WEAKLEY COUNTY
SILVERCREST EL,PEARLAND,TX,PEARLAND INDEPENDENT SCHOOL DISTRICT
CREED COLLINS ELEMENTARY,PENNSBORO,WV,RITCHIE COUNTY SCHOOLS
UNIONVILLE ELEMENTARY,UNIONVILLE,VA,ORANGE CO PUBLIC SCHOOLS
LARCHMONT ELEMENTARY,NORFOLK,VA,NORFOLK CITY PUBLIC SCHOOLS
BASIN ALTERNATIVE HIGH SCHOOL,DRIGGS,ID,TETON COUNTY DISTRICT
WALNUT HILLS HIGH SCHOOL,CINCINNATI,OH,CINCINNATI PUBLIC SCHOOLS
CHRISTOPHERELEMENTARYSCHOOL,CHICAGO,IL,CITY OF CHICAGO SD 299
EMERSONELEMENTARYSCHOOL,BERWYN,IL,BERWYN SOUTH SD 100
NORTHBROOK JUNIOR HIGH SCHOOL,NORTHBROOK,IL,NORTHBROOK SD 28
CHRISTA MCAULIFFE ELEMENTARY SCHOOL,PALM BAY,FL,BREVARD
GLENDALE ELEMENTARY SCHOOL,EUNICE,LA,ST. LANDRY PARISH
CLARE PRIMARY SCHOOL,CLARE,MI,CLARE PUBLIC SCHOOLS
BANCROFT-ROSALIE ELEMENTARY SCHOOL,BANCROFT,NE,BANCROFT-ROSALIE COMM SCHOOLS
LAURA DONOVAN SCHOOL,FREEHOLD,NJ,FREEHOLD TOWNSHIP SCHOOL DISTRICT
GACKLE-STREETER HIGH SCHOOL,GACKLE,ND,GACKLE-STREETER 56
WAYNESFIELD-GOSHEN LOCAL ELEMENTARY SCHOOL,WAYNESFIELD,OH,WAYNESFIELD-GOSHEN LOCAL
LAUREL PARK MIDDLE,MARTINSVILLE,VA,HENRY CO PUBLIC SCHOOLS
PRESTON PARK ELEMENTARY,ROANOKE,VA,ROANOKE CITY PUBLIC SCHOOLS
CLE ELUM ROSLYN HIGH SCHOOL,CLE EUM,WA,CLE ELUM-ROSLYN SCHOOL DISTRICT
MEADOWLARK ELEMENTARY,SHERIDAN,WY,SHERIDAN COUNTY SCHOOL DISTRICT #2
NEWTON COMM HIGH SCHOOL,NEWTON,IL,JASPER COUNTY CUD 1
JESSUP ELEMENTARY,JESSUP,MD,ANNE ARUNDEL COUNTY PUBLIC SCHOOLS
UPPER TOWNSHIP MIDDLE SCHOOL,PETERSBURG,NJ,UPPER TOWNSHIP SCHOOL DISTRICT
EIGHT MILE ELEMENTARY SCHOOL,TRENTON,ND,EIGHT MILE 6
CUMRU EL SCH,SHILLINGTON,PA,GOVERNOR MIFFLIN SD
MACDOUGALL HIGH,RIDGEVILLE,SC,DEPT OF CORRECTION N04
CEDAR POINT ELEMENTARY,BRISTOW,VA,PRINCE WILLIAM CO PUBLIC SCHOOLS
CONWAY ELEMENTARY,ORLANDO,FL,ORANGE
NORTHERN LIGHTS COMMUNITY SCHOOL,WARBA,MN,NORTHERN LIGHTS COMMUNITY SCHOOL
WILLIAM PRESCOTT #38,SCRANTON,PA,SCRANTON SD
COPLE ELEMENTARY,HAGUE,VA,WESTMORELAND CO PUBLIC SCHOOLS
SOUTH CENTRAL JR-SR HIGH SCHOOL,UNION MILLS,IN,SOUTH CENTRAL COM SCHOOL CORPORATION
LAKE ZURICH MIDDLE - N CAMPUS,HAWTHORN WOODS,IL,LAKE ZURICH CONSOLIDATED UNIT SCHOOL DISTRICT 95
HIGH BRIDGE ELEMENTARY,BOWIE,MD,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS
AUTUMN HILL SCHOOL,UNION,MO,MO SCHLS FOR THE SEV DISABLED
LONG ISLAND CITY HIGH SCHOOL,LONG ISLAND CITY,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #30
BROWNWOOD MIDDLE,BROWNWOOD,TX,BROWNWOOD INDEPENDENT SCHOOL DISTRICT
DARDEN PRIMARY CENTER,SOUTH BEND,IN,SOUTH BEND COMMUNITY SCHOOL CORPORATION
CENTRALELEMENTARYSCHOOL,PLAINFIELD,IL,PLAINFIELD SD 202
MURRAY HILL MIDDLE,LAUREL,MD,HOWARD COUNTY PUBLIC SCHOOLS
GARFIELD EAST ELEMENTARY SCHOOL,WILLINGBORO,NJ,WILLINGBORO PUBLIC SCHOOL DISTRICT
MERIDIAN PARK ELEMENTARY SCHOOL,SHORELINE,WA,SHORELINE SCHOOL DISTRICT
TIPTON ELEMENTARY SCHOOL,TIPTON,IN,TIPTON COMMUNITY SCHOOL CORPORATION
KENWOOD TRAIL MIDDLE SCHOOL,LAKEVILLE,MN,LAKEVILLE PUBLIC SCHOOL DISTRICT
COMMUNITY PARK SCHOOL,PRINCETON,NJ,PRINCETON PUBLIC SCHOOLS
FRANKLIN PARK SCHOOL,FRANKLIN PARK,NJ,FRANKLIN TOWNSHIP PUBLIC SCHOOL DISTRICT
ENTERPRISE SCHOOL,ENTERPRISE,UT,WASHINGTON DISTRICT
GLEN OAKS,GREENVILLE,TX,GREENVILLE INDEPENDENT SCHOOL DISTRICT
LAKE COUNTRY ACADEMY - CHARTER,SHEBOYGAN,WI,SHEBOYGAN AREA SCHOOL DISTRICT
SHILOH MIDDLE SCHOOL,SHILOH,IL,SHILOH VILLAGE SD 85
DANSVILLE ELEMENTARY SCHOOL,DANSVILLE,MI,DANSVILLE SCHOOLS
SCOTT CO. MIDDLE,BENTON,MO,SCOTT CO. R-IV
NEW HOPE-SOLEBURY LOWER EL SCH,SOLEBURY,PA,NEW HOPE-SOLEBURY SD
JOHN C. CALHOUN ELEMENTARY,CALHOUN FALLS,SC,ABBEVILLE 60
AQUILINO CABAN,AGUADA,PR,PUERTO RICO DEPARTMENT OF EDUCATION
SU DAVID ANTONGIORGI CORDOVA,SABANA GRANDE,PR,PUERTO RICO DEPARTMENT OF EDUCATION
HELMSBURG ELEMENTARY SCHOOL,MORGANTOWN,IN,BROWN COUNTY SCHOOL CORPORATIONORATION
NICHOLAS OREM MIDDLE,HYATTSVILLE,MD,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS
SOUTHGATE-RIPPETOE ES,MOORE,OK,MOORE
MEREDITH WILLIAM M SCH,PHILADELPHIA,PA,PHILADELPHIA CITY SD
BAILEY J H,ARLINGTON,TX,ARLINGTON INDEPENDENT SCHOOL DISTRICT
KIMBALL SECONDARY,KIMBALL,MN,KIMBALL PUBLIC SCHOOL DISTRICT
CASTELAR ELEMENTARY SCHOOL,OMAHA,NE,OMAHA PUBLIC SCHOOLS
MCCORMICK ELEMENTARY SCHOOL,LOVELAND,OH,MILFORD EXEMPTED VILLAGE
AIM CENTER H S,VIDOR,TX,VIDOR INDEPENDENT SCHOOL DISTRICT
B F DAY ELEMENTARY SCHOOL,SEATTLE,WA,SEATTLE SCHOOL DISTRICT NO. 1
EMINENCE HIGH SCHOOL,EMINENCE,KY,EMINENCE INDEPENDENT
ALLEN DR ETHEL SCH,PHILADELPHIA,PA,PHILADELPHIA CITY SD
OAK LAWN SCHOOL,CRANSTON,RI,CRANSTON
ALMONT HIGH SCHOOL,ALMONT,MI,ALMONT COMMUNITY SCHOOLS
GLIDDEN-RALSTON JR-SR HIGH SCHOOL,GLIDDEN,IA,GLIDDEN-RALSTON COMM SCHOOL DISTRICT
WITCHCRAFT HEIGHTS,SALEM,MA,SALEM
SHERIDAN 7-8,SHERIDAN,MT,SHERIDAN ELEM
TLC ACADEMY,SAN ANGELO,TX,TEXAS LEADERSHIP PUBLIC SCHOOLS
CHRISTA MCAULIFFE ELEMENTARY,HASTINGS,MN,HASTINGS PUBLIC SCHOOL DISTRICT
CARLISLE COUNTY MIDDLE SCHOOL,BARDWELL,KY,CARLISLE COUNTY
HUNTS POINT SCHOOL (THE),BRONX,NY,NEW YORK CITY GEOGRAPHIC DISTRICT # 8
FIELD COMMUNITY,MINNEAPOLIS,MN,MINNEAPOLIS PUBLIC SCHOOL DISTRICT
SYLVANIA HEIGHTS ELEMENTARY SCHOOL,MIAMI,FL,MIAMI-DADE
RALPH TALBOT,SOUTH WEYMOUTH,MA,WEYMOUTH
LEAP HIGH SCHOOL,SAINT PAUL,MN,ST. PAUL PUBLIC SCHOOL DISTRICT
FREEDOM MIDDLE SCHOOL,BERWYN,IL,BERWYN SOUTH SD 100
SHELBY COUNTY HIGH SCHOOL,SHELBYVILLE,KY,SHELBY COUNTY
SODT ELEMENTARY SCHOOL,MONROE,MI,JEFFERSON SCHOOLS (MONROE)
VINCENT J. GALLAGHER MIDDLE,SMITHFIELD,RI,SMITHFIELD
N GARLAND H S,GARLAND,TX,GARLAND INDEPENDENT SCHOOL DISTRICT
DESSAU MIDDLE,AUSTIN,TX,PFLUGERVILLE INDEPENDENT SCHOOL DISTRICT
UNION COUNTY VIRTUAL INSTRUCTION PROGRAM,LAKE BUTLER,FL,UNION
CHARLOTTE & JERRY KELLER ELEMENTARY,LAS VEGAS,NV,CLARK COUNTY SCHOOL DISTRICT
SOUTHLAND COLLEGE PREP CHTR HS,RICHTON PARK,IL,SOUTHLAND COLLEGE PREP CHTR HS
WASHTENAW INTERNATIONAL HIGH SCHOOL,YPSILANTI,MI,WASHTENAW INDEPENDENT SCHOOL DISTRICT
THORP O AELEMENTARYSCHOLASTIC ACAD,CHICAGO,IL,CITY OF CHICAGO SD 299
SWAN VALLEY ADULT AND ALTERNATIVE EDUCATION,SAGINAW,MI,SWAN VALLEY SCHOOL DISTRICT
SOUTH OAK CLIFF H S,DALLAS,TX,DALLAS INDEPENDENT SCHOOL DISTRICT
SANTA ROSA ONLINE VIRTUAL INSTRUCTION PROGRAM,MILTON,FL,SANTA ROSA
MAPAVILLE SCHOOL,MAPAVILLE,MO,MO SCHLS FOR THE SEV DISABLED
GLOVERSVILLE HIGH SCHOOL,GLOVERSVILLE,NY,GLOVERSVILLE CITY SCHOOL DISTRICT
MASTERY CS -SHOEMAKER CAMPUS,PHILADELPHIA,PA,MASTERY CS-SHOEMAKER CAMPUS
CENTERVILLE SCHOOL,SAND COULEE,MT,CENTERVILLE ELEM
HURRICANE ISLAND OUTWARD BOUND,KEY LARGO,FL,MONROE
ANDERSON 7-8,BOZEMAN,MT,ANDERSON ELEM
JOHN W MCCORMACK,DORCHESTER,MA,BOSTON
BROADUS 7-8,BROADUS,MT,BROADUS ELEM
JOHN GLENN EL,SAN ANTONIO,TX,EAST CENTRAL INDEPENDENT SCHOOL DISTRICT
SUTTONS BAY ELEMENTARY SCHOOL,SUTTONS BAY,MI,SUTTONS BAY PUBLIC SCHOOLS
HILLANDALE ELEMENTARY,DURHAM,NC,DURHAM PUBLIC SCHOOLS
PSJA EARLY START,PHARR,TX,PHARR-SAN JUAN-ALAMO INDEPENDENT SCHOOL DISTRICT
JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,NEW YORK,NY,JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL
HARDING SENIOR HIGH,SAINT PAUL,MN,ST. PAUL PUBLIC SCHOOL DISTRICT
MEMORIAL SCHOOL,UNION BEACH,NJ,UNION BEACH PUBLIC SCHOOL DISTRICT
DEPEW MIDDLE SCHOOL,DEPEW,NY,DEPEW UNION FREE SCHOOL DISTRICT
WARWICK VALLEY MIDDLE SCHOOL,WARWICK,NY,WARWICK VALLEY CENTRAL SCHOOL DISTRICT
PIQUA CENTRAL INTERMEDIATE SCHOOL,PIQUA,OH,PIQUA CITY
LOWELL MIDDLE,SAN ANTONIO,TX,SAN ANTONIO INDEPENDENT SCHOOL DISTRICT
HENRIETTA MIDDLE,HENRIETTA,TX,HENRIETTA INDEPENDENT SCHOOL DISTRICT
INTERMEDIA ROMAN BALDORIOTY DE CASTRO,CAMUY,PR,PUERTO RICO DEPARTMENT OF EDUCATION
DERUYTER ELEMENTARY SCHOOL,DERUYTER,NY,DERUYTER CENTRAL SCHOOL DISTRICT
SANGER H S,SANGER,TX,SANGER INDEPENDENT SCHOOL DISTRICT
CAPITAL HIGH,SANTA FE,NM,SANTA FE PUBLIC SCHOOLS
FINK EL SCH,MIDDLETOWN,PA,MIDDLETOWN AREA SD
CVA - ONALASKA,ONALASKA,WA,ONALASKA SCHOOL DISTRICT
VIRGIL ELEMENTARY SCHOOL,CORTLAND,NY,CORTLAND CITY SCHOOL DISTRICT
WOLF POINT HIGH SCHOOL,WOLF POINT,MT,WOLF POINT H S
SEGUIN H S,ARLINGTON,TX,ARLINGTON INDEPENDENT SCHOOL DISTRICT
JEFFERSON-LEWIS-HAMILTON-HERKIMER-ONEIDA BOCES,WATERTOWN,NY,JEFFERSON-LEWIS-HAMILTON-HERKIMER-ONEIDA BOCES
PROVIDENCE ELEMENTARY SCHOOL,TEMPLE,GA,CARROLL COUNTY
ALCOVA ELEMENTARY SCHOOL,DACULA,GA,GWINNETT COUNTY
ROBERT MC QUEEN HIGH SCHOOL,RENO,NV,WASHOE COUNTY SCHOOL DISTRICT
MAPLEWOOD CAREER CENTER,RAVENNA,OH,MAPLEWOOD CAREER CENTER DISTRICT
OAKRIDGE ELEMENTARY,ARLINGTON,VA,ARLINGTON CO PUBLIC SCHOOLS
EASTWOOD SCHOOL,STURGIS,MI,STURGIS PUBLIC SCHOOLS
CHISAGO LAKES FAMILY CENTER,LINDSTROM,MN,CHISAGO LAKES SCHOOL DISTRICT
ROCKWELL ELEMENTARY SCHOOL,NEDROW,NY,ONONDAGA CENTRAL SCHOOL DISTRICT
ACADEMY 21,CENTER LINE,MI,CENTER LINE PUBLIC SCHOOLS
THUNDERBOLT ELEMENTARY SCHOOL,FLEMING ISLAND,FL,CLAY
DESOTO COUNTY ADULT EDUCATION CENTER,ARCADIA,FL,DESOTO
PS 22 GRANITEVILLE,STATEN ISLAND,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #31
MARGETTS ELEMENTARY SCHOOL,MONSEY,NY,EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY)
VALLEY VIEW MIDDLE,EDINA,MN,EDINA PUBLIC SCHOOL DISTRICT
CAMDEN ELEMENTARY,CAMDEN,MS,MADISON CO SCHOOL DISTRICT
SANDY CREEK MIDDLE SCHOOL,SANDY CREEK,NY,SANDY CREEK CENTRAL SCHOOL DISTRICT
LANSINGBURGH SENIOR HIGH SCHOOL,TROY,NY,LANSINGBURGH CENTRAL SCHOOL DISTRICT
MCINTOSH HIGH SCHOOL - 01,MCINTOSH,SD,MCINTOSH SCHOOL DISTRICT 15-1
ELDER COOP ALTER SCHOOL,KILGORE,TX,KILGORE INDEPENDENT SCHOOL DISTRICT
MCBEE EL,AUSTIN,TX,AUSTIN INDEPENDENT SCHOOL DISTRICT
PITTMAN EL,RAYMONDVILLE,TX,RAYMONDVILLE INDEPENDENT SCHOOL DISTRICT
LUIS MUNOZ RIVERA,GUANICA,PR,PUERTO RICO DEPARTMENT OF EDUCATION
VANSVILLE ELEMENTARY,BELTSVILLE,MD,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS
FALLSBURG JUNIOR SENIOR HIGH SCHOOL,FALLSBURG,NY,FALLSBURG CENTRAL SCHOOL DISTRICT
BELIEVERS ACADEMY,WEST PALM BEACH,FL,PALM BEACH
WEST ALEXANDER MIDDLE,TAYLORSVILLE,NC,ALEXANDER COUNTY SCHOOLS
ALAMANCE-BURLINGTON MIDDLE/EARLY COLLEGE,GRAHAM,NC,ALAMANCE-BURLINGTON SCHOOLS
POPLARVILLE CAREER DEVELOPMENT CTR,POPLARVILLE,MS,POPLARVILLE SEPARATE SCHOOL DISTRICT
SANTA TERESA ELEMENTARY,SANTA TERESA,NM,GADSDEN INDEPENDENT SCHOOLS
JASPER-TROUPSBURG JUNIOR-SENIOR HIGH SCHOOL,JASPER,NY,JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT
COUNCIL ROCK HS NORTH,NEWTOWN,PA,COUNCIL ROCK SD
RIDGELAND ELEMENTARY,RIDGELAND,SC,JASPER 01
NEBO ELEMENTARY,NEBO,NC,MCDOWELL COUNTY SCHOOLS
WOODLAWNELEMENTARYCOMMUNITY SCHOOL,CHICAGO,IL,CITY OF CHICAGO SD 299
MECOSTAOSCEOLA CAREER CENTER,BIG RAPIDS,MI,MECOSTA-OSCEOLA INDEPENDENT SCHOOL DISTRICT
OSCAR A CARLSON HIGH SCHOOL,ROCKWOOD,MI,GIBRALTAR SCHOOL DISTRICT
PINEY GROVE ELEMENTARY,CHARLOTTE,NC,CHARLOTTE-MECKLENBURG SCHOOLS
CLYDE ERWIN ELEMENTARY,JACKSONVILLE,NC,ONSLOW COUNTY SCHOOLS
NORTH DALLAS H S,DALLAS,TX,DALLAS INDEPENDENT SCHOOL DISTRICT
FAIRGROVE MIDDLE,FAIRMONT,NC,PUBLIC SCHOOLS OF ROBESON COUNTY
JOHN M MOREHEAD HIGH,EDEN,NC,ROCKINGHAM COUNTY SCHOOLS
NORTH ROWAN ELEMENTARY,SPENCER,NC,ROWAN-SALISBURY SCHOOLS
REA VIEW ELEMENTARY,WAXHAW,NC,UNION COUNTY PUBLIC SCHOOLS
CHARTER SCHOOL OF EXCELLENCE DAVIE 2,PEMBROKE PINES,FL,BROWARD
MANNFORD EC CTR,MANNFORD,OK,MANNFORD
TRIGG COUNTY HIGH SCHOOL,CADIZ,KY,TRIGG COUNTY
BELGRADE ELEM.,CALEDONIA,MO,VALLEY R-VI
BUCKS COUNTY MONTESSORI CS,FAIRLESS HILLS,PA,BUCKS COUNTY MONTESSORI CS
WINTERSET BRIDGES SCHOOL,WINTERSET,IA,WINTERSET COMM SCHOOL DISTRICT
BROOKLYN-GUERNSEY-MALCOM ELEMENTARY SCHOOL,BROOKLYN,IA,BROOKLYN-GUERNSEY-MALCOM COMM SCHOOL DISTRICT
THURGOOD MARSHALL MID,LYNN,MA,LYNN
HARBOR BEACH ELEMENTARY SCHOOL,HARBOR BEACH,MI,HARBOR BEACH COMMUNITY SCHOOLS
EAST TECHNICAL HIGH SCHOOL,CLEVELAND,OH,CLEVELAND MUNICIPAL
AVENEL STREET ELEMENTARY SCHOOL,AVENEL,NJ,WOODBRIDGE TOWNSHIP SCHOOL DISTRICT
MILTON AVENUE SCHOOL,CHATHAM,NJ,SCHOOL DISTRICT OF THE CHATHAMS
WODEN J H,WODEN,TX,WODEN INDEPENDENT SCHOOL DISTRICT
GILBERT J MIRCOVICH ELEMENTARY,INGLESIDE,TX,INGLESIDE INDEPENDENT SCHOOL DISTRICT
WESTLAND HIGH SCHOOL,GALLOWAY,OH,SOUTH-WESTERN CITY
MOUND CITY MIDDLE,MOUND CITY,MO,MOUND CITY R-II
BEAVERCREEK HIGH SCHOOL,BEAVERCREEK,OH,BEAVERCREEK CITY
BRIDGE STREET,NORTHAMPTON,MA,NORTHAMPTON
BRIGHT BEGINNINGS LEARNING CENTER,PISCATAWAY,NJ,EDUCATIONAL SERVICES COMMISSION OF NEW JERSEY
DAMASCUS ELEMENTARY,SALEM,OH,WEST BRANCH LOCAL
MIAMI EAST JUNIOR HIGH SCHOOL,CASSTOWN,OH,MIAMI EAST LOCAL
WESTFALL ELEMENTARY SCHOOL,WILLIAMSPORT,OH,WESTFALL LOCAL
JUNCTION CITY ELEMENTARY SCHOOL,JUNCTION CITY,KY,BOYLE COUNTY
HICKMAN COUNTY ELEMENTARY SCHOOL,CLINTON,KY,HICKMAN COUNTY
NORTON MIDDLE SCHOOL,NORTON,OH,NORTON CITY
CRESSKILL MIDDLE SCHOOL,CRESSKILL,NJ,CRESSKILL PUBLIC SCHOOL DISTRICT
GRADUATION ASSISTANCE PROGRAM,BONIFAY,FL,HOLMES
PINEY GROVE MIDDLE,LAWSONVILLE,NC,STOKES COUNTY SCHOOLS
DONIPHAN WEST JR/SR HIGH SCHOOL,HIGHLAND,KS,DONIPHAN WEST SCHOOLS
LAKE SHORE MIDDLE SCHOOL,ANGOLA,NY,EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)
VAN HISE ELEMENTARY,MADISON,WI,MADISON METROPOLITAN SCHOOL DISTRICT
BARD HIGH SCHOOL EARLY COLLEGE QUEENS,LONG ISLAND CITY,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #24
HAUDE EL,SPRING,TX,KLEIN INDEPENDENT SCHOOL DISTRICT
FAIRFIELD AREA MS,FAIRFIELD,PA,FAIRFIELD AREA SD
MARSHALL EL SCH,WEXFORD,PA,NORTH ALLEGHENY SD
AMSTERDAM ELEMENTARY SCHOOL,HILLSBOROUGH,NJ,HILLSBOROUGH TOWNSHIP PUBLIC SCHOOL DISTRICT
CAMP HILL SHS,CAMP HILL,PA,CAMP HILL SD
LAIE ELEMENTARY SCHOOL,LAIE,HI,HAWAII DEPARTMENT OF EDUCATION
WAGNER PRIMARY - 04,WAGNER,SD,WAGNER COMMUNITY SCHOOL DISTRICT 11-4
LCST,LINCOLNTON,NC,LINCOLN COUNTY SCHOOLS
BEVERLY SHORES ELEMENTARY SCHOOL,LEESBURG,FL,LAKE
NORTH MIDDLE SCHOOL,WINCHESTER,TN,FRANKLIN COUNTY
TAOS MIDDLE,TAOS,NM,TAOS MUNICIPAL SCHOOLS
HOLT ELEMENTARY,DURHAM,NC,DURHAM PUBLIC SCHOOLS
KENWOOD HIGH,CLARKSVILLE,TN,MONTGOMERY COUNTY
RICHVIEW MIDDLE,CLARKSVILLE,TN,MONTGOMERY COUNTY
BUCHANAN ELEMENTARY,MURFREESBORO,TN,RUTHERFORD COUNTY
CENTRAL DEWITT INTERMEDIATE SCHOOL,DEWITT,IA,CENTRAL DEWITT SCHOOL DISTRICT
GROSSE ILE HIGH SCHOOL,GROSSE ILE,MI,GROSSE ILE TOWNSHIP SCHOOLS
JACKSON SCHOOL,JACKSON,MT,JACKSON ELEM
PLAIN VIEW ELEMENTARY,DUNN,NC,SAMPSON COUNTY SCHOOLS
KIMBROUGH MIDDLE,MESQUITE,TX,MESQUITE INDEPENDENT SCHOOL DISTRICT
CHALLENGER EL,PEARLAND,TX,PEARLAND INDEPENDENT SCHOOL DISTRICT
MACARTHUR ELEMENTARY SCHOOL,LIBERAL,KS,LIBERAL
LYTLE EL,LYTLE,TX,LYTLE INDEPENDENT SCHOOL DISTRICT
AMERICAS H S,EL PASO,TX,SOCORRO INDEPENDENT SCHOOL DISTRICT
THE WILLOWS,BLAINE,MN,NORTHEAST METRO 916
PINECREST PREPARATORY CHARTER,ORLANDO,FL,ORANGE
WHITEHALL JUNIOR-SENIOR HIGH SCHOOL,WHITEHALL,NY,WHITEHALL CENTRAL SCHOOL DISTRICT
ROSA BERNARD,RIO GRANDE,PR,PUERTO RICO DEPARTMENT OF EDUCATION
MOUNT PLEASANT ELEMENTARY SCHOOL,WILMINGTON,DE,BRANDYWINE SCHOOL DISTRICT
CARROLLTON MIDDLE-UPPER ELEMENTARY SCHOOL,CARROLLTON,GA,CARROLLTON CITY
LEXINGTON H S,LEXINGTON,TX,LEXINGTON INDEPENDENT SCHOOL DISTRICT
BRYAN CITY SCHOOLS PRESCHOOL,BRYAN,OH,BRYAN CITY
LITTLE CYPRESS INT,ORANGE,TX,LITTLE CYPRESS-MAURICEVILLE CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
BROCK EL,BROCK,TX,BROCK INDEPENDENT SCHOOL DISTRICT
KAPLAN CAREER ACADEMY,NEW WINDSOR,NY,GREENBURGH-NORTH CASTLE UNION FREE SCHOOL DISTRICT
KAMALII ELEMENTARY SCHOOL,KIHEI,HI,HAWAII DEPARTMENT OF EDUCATION
FORSYTHE MIDDLE SCHOOL,ANN ARBOR,MI,ANN ARBOR PUBLIC SCHOOLS
MIDLAKES HIGH SCHOOL,CLIFTON SPRINGS,NY,PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT
ROSMARIE ANN SIRAGUSA SCHOOL,YONKERS,NY,YONKERS CITY SCHOOL DISTRICT
BOUNTIFUL HIGH,BOUNTIFUL,UT,DAVIS DISTRICT
PINE VIEW HIGH,ST GEORGE,UT,WASHINGTON DISTRICT
PEABODY MONTESSORI ELEMENTARY SCHOOL,ALEXANDRIA,LA,RAPIDES PARISH
LOUISE A CONLEY,WHITMAN,MA,WHITMAN-HANSON
